ref	sample	acc	continent
REF	HGDP00086	97.01970455848696	CSA
REF	HGDP00092	97.39437703722875	CSA
REF	HGDP00099	97.52445520253458	CSA
REF	HGDP00100	97.27918427965622	CSA
REF	HGDP00105	96.88455182236297	CSA
REF	HGDP00118	97.31284559941676	CSA
REF	HGDP00131	97.32350219813492	CSA
REF	HGDP00141	96.91905890392654	CSA
REF	HGDP00143	97.2259012860654	CSA
REF	HGDP00151	97.93667950533083	CSA
REF	HGDP00163	97.39792923680146	CSA
REF	HGDP00179	97.73555734857058	CSA
REF	HGDP00197	97.35682521317426	CSA
REF	HGDP00201	97.20746367875937	CSA
REF	HGDP00213	97.76346748807052	CSA
REF	HGDP00214	97.02274930097786	CSA
REF	HGDP00239	97.25262735904111	CSA
REF	HGDP00248	97.0562414683778	CSA
REF	HGDP00274	97.27681614660773	CSA
REF	HGDP00277	97.41738175827112	CSA
REF	HGDP00302	97.49163964457706	CSA
REF	HGDP00313	97.17295659719579	CSA
REF	HGDP00341	97.17261829247458	CSA
REF	HGDP00376	97.85802365764916	CSA
REF	HGDP00417	97.38693433336209	CSA
REF	HGDP00433	97.08567397912321	CSA
REF	HGDP00452	92.48709790369479	AFR
REF	HGDP00453	92.67993159478537	AFR
REF	HGDP00462	91.67905707708104	AFR
REF	HGDP00463	91.11577971626383	AFR
REF	HGDP00491	95.89653288406467	OC
REF	HGDP00519	97.76871121124931	EUR
REF	HGDP00520	97.89608293878545	EUR
REF	HGDP00525	97.56708159740724	EUR
REF	HGDP00537	97.63169779915864	EUR
REF	HGDP00540	95.40057816276855	OC
REF	HGDP00541	94.95215525480266	OC
REF	HGDP00543	95.74903202561643	OC
REF	HGDP00546	95.75258422518915	OC
REF	HGDP00550	95.1674862098538	OC
REF	HGDP00553	95.69439581314077	OC
REF	HGDP00555	94.91358851658454	OC
REF	HGDP00575	97.17363320663821	ME
REF	HGDP00576	97.07586314220808	ME
REF	HGDP00579	97.2348663611775	ME
REF	HGDP00588	97.20458808862907	ME
REF	HGDP00636	96.32668733708513	ME
REF	HGDP00637	96.65805681151183	ME
REF	HGDP00651	97.63609576053437	ME
REF	HGDP00664	95.62690402125907	OC
REF	HGDP00666	97.38659602864088	EUR
REF	HGDP00703	97.76718884000385	AMR
REF	HGDP00704	97.99689774570649	AMR
REF	HGDP00708	97.85565552460066	AMR
REF	HGDP00711	97.20340402210483	EAS
REF	HGDP00712	96.92565584599016	EAS
REF	HGDP00719	97.15891695126551	EAS
REF	HGDP00724	96.67531035229362	ME
REF	HGDP00726	96.80403529871461	ME
REF	HGDP00741	96.67886255186635	ME
REF	HGDP00756	97.23249822812903	EAS
REF	HGDP00757	97.21338401138057	EAS
REF	HGDP00761	97.21896603928056	EAS
REF	HGDP00772	97.5542260180012	EAS
REF	HGDP00794	98.23912392609395	EUR
REF	HGDP00806	98.14203047110624	EUR
REF	HGDP00808	97.93904763837932	EUR
REF	HGDP00820	96.96337682240525	EAS
REF	HGDP00822	97.40012821748934	EAS
REF	HGDP00832	98.49640466657532	AMR
REF	HGDP00837	98.12105557839112	AMR
REF	HGDP00849	98.07623020283059	AMR
REF	HGDP00854	98.09923492387298	AMR
REF	HGDP00856	97.8392477456219	AMR
REF	HGDP00873	97.89371480573696	AMR
REF	HGDP00876	97.83231249883708	AMR
REF	HGDP00879	97.24230906504415	EUR
REF	HGDP00888	97.56369855019513	EUR
REF	HGDP00896	97.93042086798842	EUR
REF	HGDP00904	96.86273116784481	AFR
REF	HGDP00905	96.35933374268205	AFR
REF	HGDP00920	97.19934436545029	AFR
REF	HGDP00924	97.54661416177393	AFR
REF	HGDP00933	97.55794736993452	AFR
REF	HGDP00940	97.11341496626257	AFR
REF	HGDP00945	97.38828755224694	EAS
REF	HGDP00957	97.17786201565336	EAS
REF	HGDP00958	97.43040649003777	EAS
REF	HGDP00964	97.08854956925352	EAS
REF	HGDP00976	97.37813841061059	EAS
REF	HGDP00984	91.17396812831221	AFR
REF	HGDP00992	88.22581163531429	AFR
REF	HGDP00993	94.82495267962712	AFR
REF	HGDP00994	96.01426292704627	AFR
REF	HGDP00995	97.78410407606444	AMR
REF	HGDP00999	98.100080685676	AMR
REF	HGDP01014	97.84939688725825	AMR
REF	HGDP01037	97.75145767046753	AMR
REF	HGDP01057	97.78968610396441	AMR
REF	HGDP01062	97.27766190841075	EUR
REF	HGDP01071	97.34430793848944	EUR
REF	HGDP01086	92.12511185199845	AFR
REF	HGDP01094	92.07487360089854	AFR
REF	HGDP01096	97.23892601783204	EAS
REF	HGDP01099	97.23351314229265	EAS
REF	HGDP01103	97.28882596421074	EAS
REF	HGDP01149	97.63592660817378	EUR
REF	HGDP01161	97.37526282048029	EUR
REF	HGDP01162	97.5691114257345	EUR
REF	HGDP01169	97.61427510601624	EUR
REF	HGDP01171	97.76465155459476	EUR
REF	HGDP01180	97.53545010597395	EAS
REF	HGDP01181	96.83126882877212	EAS
REF	HGDP01185	97.40232719817722	EAS
REF	HGDP01189	97.36392961231971	EAS
REF	HGDP01190	97.47472440851648	EAS
REF	HGDP01195	97.5043260716225	EAS
REF	HGDP01202	96.43071603885768	AFR
REF	HGDP01204	97.29948256292892	EAS
REF	HGDP01205	97.36697435481061	EAS
REF	HGDP01212	97.24433889337143	EAS
REF	HGDP01213	97.21592129678966	EAS
REF	HGDP01214	97.07924618942019	EAS
REF	HGDP01220	97.09345498771108	EAS
REF	HGDP01222	97.29711442988042	EAS
REF	HGDP01224	97.24044838907749	EAS
REF	HGDP01225	97.52902231627094	EAS
REF	HGDP01231	97.3553028419288	EAS
REF	HGDP01233	97.52039554588004	EAS
REF	HGDP01234	97.12559393622617	EAS
REF	HGDP01239	96.97826223013855	EAS
REF	HGDP01243	97.21067757361088	EAS
REF	HGDP01244	97.33077574964096	EAS
REF	HGDP01249	97.20932435472602	EAS
REF	HGDP01254	97.19410064227151	ME
REF	HGDP01262	97.06419162932629	ME
REF	HGDP01272	97.18090675814426	ME
REF	HGDP01285	96.60003755182407	AFR
REF	HGDP01287	97.18209082466849	EAS
REF	HGDP01288	97.3375418440652	EAS
REF	HGDP01292	97.26193073887443	EAS
REF	HGDP01295	97.24806024530476	EAS
REF	HGDP01299	97.22336400065632	CSA
REF	HGDP01301	97.22234908649268	CSA
REF	HGDP01302	97.51278368965278	CSA
REF	HGDP01309	97.51836571755277	EAS
REF	HGDP01310	97.76042274557962	EAS
REF	HGDP01317	97.63541915109197	EAS
REF	HGDP01318	97.29474629683195	EAS
REF	HGDP01326	97.21270740193815	EAS
REF	HGDP01327	97.03678894690815	EAS
REF	HGDP01328	97.31487542774403	EAS
REF	HGDP01332	97.3141988183016	EAS
REF	HGDP01337	97.29457714447135	EAS
REF	HGDP01339	97.5166741939467	EAS
REF	HGDP01346	97.20695622167756	EAS
REF	HGDP01347	97.43243631836503	EAS
REF	HGDP01348	97.16635965513217	EAS
REF	HGDP01353	97.23063755216236	EAS
REF	HGDP01357	97.8272379280189	EUR
REF	HGDP01358	97.97338556758228	EUR
REF	HGDP01367	97.92534629717026	EUR
REF	HGDP01374	98.23557172652123	EUR
REF	HGDP01382	97.28696528824408	EUR
REF	HGDP01383	97.13168342120798	EUR
REF	HGDP01387	97.06605230529296	EUR
REF	HGDP01405	96.73840418279957	AFR
REF	HGDP01415	95.93662199352823	AFR
REF	LP6005441-DNA_A01	97.31927338911979	EUR
REF	LP6005441-DNA_A03	95.7510618539437	OC
REF	LP6005441-DNA_A04	98.01990246674887	AMR
REF	LP6005441-DNA_A06	97.5043260716225	EUR
REF	LP6005441-DNA_B02	96.51258578139088	AFR
REF	LP6005441-DNA_B03	95.96757687551909	OC
REF	LP6005441-DNA_B06	97.06419162932627	EUR
REF	LP6005441-DNA_B11	88.53468384578042	AFR
REF	LP6005441-DNA_B12	97.94276899031266	AMR
REF	LP6005441-DNA_C05	97.37492451575908	EAS
REF	LP6005441-DNA_C08	97.1787077774564	EAS
REF	LP6005441-DNA_C09	97.95680863624291	EUR
REF	LP6005441-DNA_D11	97.23283653285024	EUR
REF	LP6005441-DNA_D12	97.32350219813492	EAS
REF	LP6005441-DNA_E02	96.99094865718399	ME
REF	LP6005441-DNA_E08	96.97555579236887	EAS
REF	LP6005441-DNA_E10	97.92788358257934	AMR
REF	LP6005441-DNA_F09	97.17566303496548	EAS
REF	LP6005441-DNA_F10	97.87730702675822	AMR
REF	LP6005441-DNA_F12	97.42685429046506	EAS
REF	LP6005441-DNA_G03	96.6336988715846	EAS
REF	LP6005441-DNA_G05	97.15012102851401	EAS
REF	LP6005441-DNA_G08	97.1912250521412	ME
REF	LP6005441-DNA_G10	97.45442612524378	EUR
REF	LP6005441-DNA_H06	97.85159586794613	AMR
REF	LP6005441-DNA_H09	96.8157068115964	ME
REF	LP6005441-DNA_H12	97.41805836771356	EUR
REF	LP6005442-DNA_B01	97.02460997694453	CSA
REF	LP6005442-DNA_D01	97.27952258437742	EAS
REF	LP6005442-DNA_G01	97.07586314220809	EAS
REF	LP6005443-DNA_A01	96.67243476216332	AFR
REF	LP6005443-DNA_B01	97.56572837852238	EAS
REF	LP6005443-DNA_E01	97.23909517019266	EAS
REF	LP6005443-DNA_E02	95.98855176823422	AFR
REF	LP6005443-DNA_E08	95.8327624441163	OC
REF	LP6005443-DNA_E09	97.22556298134418	EAS
REF	LP6005443-DNA_F01	97.46812746645286	EAS
REF	LP6005443-DNA_G02	91.93380053215333	AFR
REF	LP6005443-DNA_G08	88.5842454874379	AFR
REF	LP6005592-DNA_C03	91.97067574676538	AFR
REF	SS6004467	97.26091582471079	EAS
REF	SS6004473	87.75928942476357	AFR
noREF	HGDP00001	96.75988653259651	CSA
noREF	HGDP00021	96.62118159689977	CSA
noREF	HGDP00023	96.88607419360841	CSA
noREF	HGDP00039	97.16991185470489	CSA
noREF	HGDP00052	96.67158900036029	CSA
noREF	HGDP00068	97.30337306722284	CSA
noREF	HGDP00086	96.91601416143563	CSA
noREF	HGDP00092	97.22217993413207	CSA
noREF	HGDP00099	97.24146330324112	CSA
noREF	HGDP00100	97.1293152881595	CSA
noREF	HGDP00105	96.71607607119962	CSA
noREF	HGDP00118	97.16010101778976	CSA
noREF	HGDP00131	97.10309667226561	CSA
noREF	HGDP00141	96.60477381792101	CSA
noREF	HGDP00143	96.89402435455688	CSA
noREF	HGDP00151	97.86580466623701	CSA
noREF	HGDP00163	97.32705439770766	CSA
noREF	HGDP00179	97.36663605008941	CSA
noREF	HGDP00197	97.09159431174442	CSA
noREF	HGDP00201	96.90265112494778	CSA
noREF	HGDP00213	97.36866587841668	CSA
noREF	HGDP00214	97.07146518083233	CSA
noREF	HGDP00239	96.83904983736001	CSA
noREF	HGDP00248	96.9062033245205	CSA
noREF	HGDP00274	97.21084672597149	CSA
noREF	HGDP00277	97.30269645778041	CSA
noREF	HGDP00302	97.53172875404063	CSA
noREF	HGDP00313	97.1118925950171	CSA
noREF	HGDP00341	97.0266398052718	CSA
noREF	HGDP00376	97.26531378608655	CSA
noREF	HGDP00417	97.15807118946248	CSA
noREF	HGDP00433	96.83465187598425	CSA
noREF	HGDP00452	91.87256737761403	AFR
noREF	HGDP00453	92.05762006011676	AFR
noREF	HGDP00462	90.80166378261892	AFR
noREF	HGDP00463	90.63521785978284	AFR
noREF	HGDP00491	95.97772601715543	OC
noREF	HGDP00519	97.65030455882527	EUR
noREF	HGDP00520	97.442754612362	EUR
noREF	HGDP00525	97.51684334630733	EUR
noREF	HGDP00537	97.37035740202272	EUR
noREF	HGDP00540	95.63603824873178	OC
noREF	HGDP00541	94.98919962177531	OC
noREF	HGDP00543	95.76780793764368	OC
noREF	HGDP00546	95.65041619938327	OC
noREF	HGDP00550	95.36725514772921	OC
noREF	HGDP00553	95.572436961144	OC
noREF	HGDP00555	95.04891040506917	OC
noREF	HGDP00575	97.04000284175966	ME
noREF	HGDP00576	96.91753653268108	ME
noREF	HGDP00579	97.06977365722628	ME
noREF	HGDP00588	97.05742553490205	ME
noREF	HGDP00636	96.34106528773663	ME
noREF	HGDP00637	96.5457396440696	ME
noREF	HGDP00651	97.58332022402539	ME
noREF	HGDP00664	95.8180461887436	OC
noREF	HGDP00666	97.17346405427762	EUR
noREF	HGDP00703	97.66941877557372	AMR
noREF	HGDP00704	97.93498798172477	AMR
noREF	HGDP00708	97.78951695160383	AMR
noREF	HGDP00711	97.2463687216987	EAS
noREF	HGDP00712	96.87321861420237	EAS
noREF	HGDP00719	96.86137794895996	EAS
noREF	HGDP00724	96.75464280941772	ME
noREF	HGDP00726	96.62033583509675	ME
noREF	HGDP00741	96.59716196169376	ME
noREF	HGDP00756	97.3170744084319	EAS
noREF	HGDP00757	97.20475724098968	EAS
noREF	HGDP00761	97.1555339040534	EAS
noREF	HGDP00772	97.37543197284089	EAS
noREF	HGDP00794	97.71644313182213	EUR
noREF	HGDP00806	97.9060629280612	EUR
noREF	HGDP00808	97.66163776698585	EUR
noREF	HGDP00820	96.99500831383853	EAS
noREF	HGDP00822	97.32992998783794	EAS
noREF	HGDP00832	98.46155928029053	AMR
noREF	HGDP00837	98.07572274574878	AMR
noREF	HGDP00849	98.08062816420635	AMR
noREF	HGDP00854	98.00721603970344	AMR
noREF	HGDP00856	97.824193185528	AMR
noREF	HGDP00873	97.8446606211613	AMR
noREF	HGDP00876	97.78478068550686	AMR
noREF	HGDP00879	97.0413560606445	EUR
noREF	HGDP00888	97.37137231618637	EUR
noREF	HGDP00896	97.52885316391033	EUR
noREF	HGDP00904	95.29096743309601	AFR
noREF	HGDP00905	94.89582751872094	AFR
noREF	HGDP00920	95.20486888154768	AFR
noREF	HGDP00924	96.13588347432182	AFR
noREF	HGDP00933	96.11254044855822	AFR
noREF	HGDP00940	95.27185321634755	AFR
noREF	HGDP00945	97.31470627538343	EAS
noREF	HGDP00957	97.2903483354562	EAS
noREF	HGDP00958	97.19816029892606	EAS
noREF	HGDP00964	96.94849141467193	EAS
noREF	HGDP00976	97.3664668977288	EAS
noREF	HGDP00984	90.61525788123136	AFR
noREF	HGDP00992	87.9658244570632	AFR
noREF	HGDP00993	93.48763411667791	AFR
noREF	HGDP00994	94.416957185846	AFR
noREF	HGDP00995	97.65199608243132	AMR
noREF	HGDP00999	98.10312542816692	AMR
noREF	HGDP01014	97.78731797091594	AMR
noREF	HGDP01037	97.72236346444333	AMR
noREF	HGDP01057	97.86106840014006	AMR
noREF	HGDP01062	97.12187258429284	EUR
noREF	HGDP01071	97.0912560070232	EUR
noREF	HGDP01086	91.15959017766073	AFR
noREF	HGDP01094	91.4138261756512	AFR
noREF	HGDP01096	97.13641968730494	EAS
noREF	HGDP01099	97.26886598565926	EAS
noREF	HGDP01103	97.33923336767127	EAS
noREF	HGDP01149	97.56589753088299	EUR
noREF	HGDP01161	97.22167247705026	EUR
noREF	HGDP01162	97.27123411870775	EUR
noREF	HGDP01169	97.46254543855287	EUR
noREF	HGDP01171	97.6245934000132	EUR
noREF	HGDP01180	97.18242912938972	EAS
noREF	HGDP01181	96.85850235882967	EAS
noREF	HGDP01185	97.2756320800835	EAS
noREF	HGDP01189	97.11037022377167	EAS
noREF	HGDP01190	97.32519372174099	EAS
noREF	HGDP01195	97.50669420467096	EAS
noREF	HGDP01202	94.95097118827842	AFR
noREF	HGDP01204	97.28425885047439	EAS
noREF	HGDP01205	97.28611952644104	EAS
noREF	HGDP01212	97.35259640415912	EAS
noREF	HGDP01213	97.20966265944723	EAS
noREF	HGDP01214	96.96083953699616	EAS
noREF	HGDP01220	97.01902794904454	EAS
noREF	HGDP01222	97.21812027747754	EAS
noREF	HGDP01224	97.24501550281386	EAS
noREF	HGDP01225	97.50703250939219	EAS
noREF	HGDP01231	97.27191072815016	EAS
noREF	HGDP01233	97.36037741274698	EAS
noREF	HGDP01234	97.23605042770174	EAS
noREF	HGDP01239	96.82839323864184	EAS
noREF	HGDP01243	97.08956448341715	EAS
noREF	HGDP01244	97.55659415104967	EAS
noREF	HGDP01249	97.1232258031777	EAS
noREF	HGDP01254	96.79879157553583	ME
noREF	HGDP01262	96.68664356045421	ME
noREF	HGDP01272	96.84243288457212	ME
noREF	HGDP01285	95.22262987941127	AFR
noREF	HGDP01287	96.91263111422352	EAS
noREF	HGDP01288	97.22860772383508	EAS
noREF	HGDP01292	97.08702719800806	EAS
noREF	HGDP01295	97.14639967658069	EAS
noREF	HGDP01299	97.21490638262603	CSA
noREF	HGDP01301	97.12153427957163	CSA
noREF	HGDP01302	97.37627773464392	CSA
noREF	HGDP01309	97.33162151144401	EAS
noREF	HGDP01310	97.34261641488337	EAS
noREF	HGDP01317	97.4398790222317	EAS
noREF	HGDP01318	97.29136324961983	EAS
noREF	HGDP01326	97.11882784180195	EAS
noREF	HGDP01327	97.01987371084756	EAS
noREF	HGDP01328	97.27410970883804	EAS
noREF	HGDP01332	97.23571212298053	EAS
noREF	HGDP01337	97.27850767021378	EAS
noREF	HGDP01339	97.36917333549849	EAS
noREF	HGDP01346	97.1502901808746	EAS
noREF	HGDP01347	97.3048954384683	EAS
noREF	HGDP01348	97.01513744475061	EAS
noREF	HGDP01353	97.15604136113522	EAS
noREF	HGDP01357	97.34075573891671	EUR
noREF	HGDP01358	97.53798739138304	EUR
noREF	HGDP01367	97.67111029917979	EUR
noREF	HGDP01374	97.84618299240675	EUR
noREF	HGDP01382	97.05302757352631	EUR
noREF	HGDP01383	97.00177440826275	EUR
noREF	HGDP01387	96.91669077087805	EUR
noREF	HGDP01405	95.03656228274492	AFR
noREF	HGDP01415	94.68303384907888	AFR
noREF	LP6005441-DNA_A01	97.23385144701386	EUR
noREF	LP6005441-DNA_A03	95.7918275728497	OC
noREF	LP6005441-DNA_A04	97.95325643667019	AMR
noREF	LP6005441-DNA_A06	97.40740176899538	EUR
noREF	LP6005441-DNA_B02	95.13906861327204	AFR
noREF	LP6005441-DNA_B03	96.12860992281577	OC
noREF	LP6005441-DNA_B06	96.80623427940249	EUR
noREF	LP6005441-DNA_B11	88.2383289099991	AFR
noREF	LP6005441-DNA_B12	97.98116657617015	AMR
noREF	LP6005441-DNA_C05	97.17515557788367	EAS
noREF	LP6005441-DNA_C08	97.0941315971535	EAS
noREF	LP6005441-DNA_C09	97.69005536356764	EUR
noREF	LP6005441-DNA_D11	97.16940439762307	EUR
noREF	LP6005441-DNA_D12	97.25313481612292	EAS
noREF	LP6005441-DNA_E02	96.91533755199322	ME
noREF	LP6005441-DNA_E08	96.98688900052944	EAS
noREF	LP6005441-DNA_E10	97.88187414049457	AMR
noREF	LP6005441-DNA_F09	97.1262705456686	EAS
noREF	LP6005441-DNA_F10	97.74604479492814	AMR
noREF	LP6005441-DNA_F12	97.42093395784383	EAS
noREF	LP6005441-DNA_G03	96.69070321710875	EAS
noREF	LP6005441-DNA_G05	97.16483728388671	EAS
noREF	LP6005441-DNA_G08	96.76631432229952	ME
noREF	LP6005441-DNA_G10	97.3257011788228	EUR
noREF	LP6005441-DNA_H06	97.80440235933712	AMR
noREF	LP6005441-DNA_H09	96.61729109260584	ME
noREF	LP6005441-DNA_H12	97.07061941902931	EUR
noREF	LP6005442-DNA_B01	96.91888975156593	CSA
noREF	LP6005442-DNA_D01	97.08465906495958	EAS
noREF	LP6005442-DNA_G01	97.17836947273517	EAS
noREF	LP6005443-DNA_A01	94.98327928915413	AFR
noREF	LP6005443-DNA_B01	97.48030643641647	EAS
noREF	LP6005443-DNA_E01	97.1912250521412	EAS
noREF	LP6005443-DNA_E02	94.58323395632148	AFR
noREF	LP6005443-DNA_E08	95.7833699548194	OC
noREF	LP6005443-DNA_E09	97.01057033101425	EAS
noREF	LP6005443-DNA_F01	97.31927338911979	EAS
noREF	LP6005443-DNA_G02	91.1034315939396	AFR
noREF	LP6005443-DNA_G08	88.48968931785927	AFR
noREF	LP6005592-DNA_C03	91.39708009195121	AFR
noREF	SS6004467	97.11848953708073	EAS
noREF	SS6004473	87.48035718212465	AFR
