ref	continent	sample	maf_bin	accuracy
REF	CENTRAL_SOUTH_ASIA	HGDP00092	[0.03, 0.06)	0.9865620053622766
REF	CENTRAL_SOUTH_ASIA	HGDP00092	[0.06, 0.1)	0.9842333003752964
REF	CENTRAL_SOUTH_ASIA	HGDP00092	[0.1, 0.18)	0.9784979583397944
REF	CENTRAL_SOUTH_ASIA	HGDP00092	[0.18, 0.3)	0.9653563402277834
REF	CENTRAL_SOUTH_ASIA	HGDP00092	[0.3, 0.51)	0.9460932159086339
REF	CENTRAL_SOUTH_ASIA	HGDP00099	[0.01, 0.03)	0.9846458997980666
REF	CENTRAL_SOUTH_ASIA	HGDP00099	[0.03, 0.06)	0.9865835406100936
REF	CENTRAL_SOUTH_ASIA	HGDP00099	[0.06, 0.1)	0.9851050936114567
REF	CENTRAL_SOUTH_ASIA	HGDP00099	[0.1, 0.18)	0.9788253131407109
REF	CENTRAL_SOUTH_ASIA	HGDP00099	[0.18, 0.3)	0.9665466803793853
REF	CENTRAL_SOUTH_ASIA	HGDP00099	[0.3, 0.51)	0.9524269111674106
REF	CENTRAL_SOUTH_ASIA	HGDP00100	[0.01, 0.03)	0.9843232844630845
REF	CENTRAL_SOUTH_ASIA	HGDP00100	[0.03, 0.06)	0.9877572116161127
REF	CENTRAL_SOUTH_ASIA	HGDP00100	[0.06, 0.1)	0.9860300449717729
REF	CENTRAL_SOUTH_ASIA	HGDP00100	[0.1, 0.18)	0.976266776933547
REF	CENTRAL_SOUTH_ASIA	HGDP00100	[0.18, 0.3)	0.963080409857921
REF	CENTRAL_SOUTH_ASIA	HGDP00100	[0.3, 0.51)	0.9427956729802549
REF	CENTRAL_SOUTH_ASIA	HGDP00105	[0.01, 0.03)	0.9813719515838023
REF	CENTRAL_SOUTH_ASIA	HGDP00105	[0.03, 0.06)	0.9804890654779209
REF	CENTRAL_SOUTH_ASIA	HGDP00105	[0.06, 0.1)	0.9793852794522587
REF	CENTRAL_SOUTH_ASIA	HGDP00105	[0.1, 0.18)	0.9709084957185438
REF	CENTRAL_SOUTH_ASIA	HGDP00105	[0.18, 0.3)	0.9578905267969375
REF	CENTRAL_SOUTH_ASIA	HGDP00105	[0.3, 0.51)	0.9466260505891341
REF	CENTRAL_SOUTH_ASIA	HGDP00118	[0.01, 0.03)	0.9860558482991002
REF	CENTRAL_SOUTH_ASIA	HGDP00118	[0.03, 0.06)	0.989361587578469
REF	CENTRAL_SOUTH_ASIA	HGDP00118	[0.06, 0.1)	0.981926237786921
REF	CENTRAL_SOUTH_ASIA	HGDP00118	[0.1, 0.18)	0.9735187195258523
REF	CENTRAL_SOUTH_ASIA	HGDP00118	[0.18, 0.3)	0.9573572544090199
REF	CENTRAL_SOUTH_ASIA	HGDP00118	[0.3, 0.51)	0.954970442755459
REF	CENTRAL_SOUTH_ASIA	HGDP00131	[0.01, 0.03)	0.9802129261210882
REF	CENTRAL_SOUTH_ASIA	HGDP00131	[0.03, 0.06)	0.9852268199976311
REF	CENTRAL_SOUTH_ASIA	HGDP00131	[0.06, 0.1)	0.9830425583941993
REF	CENTRAL_SOUTH_ASIA	HGDP00131	[0.1, 0.18)	0.9756637549318585
REF	CENTRAL_SOUTH_ASIA	HGDP00131	[0.18, 0.3)	0.966603816706662
REF	CENTRAL_SOUTH_ASIA	HGDP00131	[0.3, 0.51)	0.9510596372702778
REF	CENTRAL_SOUTH_ASIA	HGDP00141	[0.01, 0.03)	0.9787073878911711
REF	CENTRAL_SOUTH_ASIA	HGDP00141	[0.03, 0.06)	0.978744710404755
REF	CENTRAL_SOUTH_ASIA	HGDP00141	[0.06, 0.1)	0.9714966138274913
REF	CENTRAL_SOUTH_ASIA	HGDP00141	[0.1, 0.18)	0.976619975534536
REF	CENTRAL_SOUTH_ASIA	HGDP00141	[0.18, 0.3)	0.9655944082581038
REF	CENTRAL_SOUTH_ASIA	HGDP00141	[0.3, 0.51)	0.9452085092693127
REF	CENTRAL_SOUTH_ASIA	HGDP00143	[0.01, 0.03)	0.9819335412409936
REF	CENTRAL_SOUTH_ASIA	HGDP00143	[0.03, 0.06)	0.9832671124462965
REF	CENTRAL_SOUTH_ASIA	HGDP00143	[0.06, 0.1)	0.9835103498867732
REF	CENTRAL_SOUTH_ASIA	HGDP00143	[0.1, 0.18)	0.973923605726986
REF	CENTRAL_SOUTH_ASIA	HGDP00143	[0.18, 0.3)	0.9647944996762274
REF	CENTRAL_SOUTH_ASIA	HGDP00143	[0.3, 0.51)	0.9491394217235695
REF	CENTRAL_SOUTH_ASIA	HGDP00151	[0.01, 0.03)	0.9859841560024376
REF	CENTRAL_SOUTH_ASIA	HGDP00151	[0.03, 0.06)	0.9880264022138235
REF	CENTRAL_SOUTH_ASIA	HGDP00151	[0.06, 0.1)	0.9890706896735028
REF	CENTRAL_SOUTH_ASIA	HGDP00151	[0.1, 0.18)	0.9853379507589464
REF	CENTRAL_SOUTH_ASIA	HGDP00151	[0.18, 0.3)	0.9717175179979431
REF	CENTRAL_SOUTH_ASIA	HGDP00151	[0.3, 0.51)	0.9576446696424981
REF	CENTRAL_SOUTH_ASIA	HGDP00163	[0.01, 0.03)	0.98288943852983
REF	CENTRAL_SOUTH_ASIA	HGDP00163	[0.03, 0.06)	0.9852591228693564
REF	CENTRAL_SOUTH_ASIA	HGDP00163	[0.06, 0.1)	0.9857217278516676
REF	CENTRAL_SOUTH_ASIA	HGDP00163	[0.1, 0.18)	0.9781533743388295
REF	CENTRAL_SOUTH_ASIA	HGDP00163	[0.18, 0.3)	0.9645945225307584
REF	CENTRAL_SOUTH_ASIA	HGDP00163	[0.3, 0.51)	0.9498833795793621
REF	CENTRAL_SOUTH_ASIA	HGDP00179	[0.01, 0.03)	0.9838214383864453
REF	CENTRAL_SOUTH_ASIA	HGDP00179	[0.03, 0.06)	0.9842577338458722
REF	CENTRAL_SOUTH_ASIA	HGDP00179	[0.06, 0.1)	0.9878161579434184
REF	CENTRAL_SOUTH_ASIA	HGDP00179	[0.1, 0.18)	0.9794111059423511
REF	CENTRAL_SOUTH_ASIA	HGDP00179	[0.18, 0.3)	0.971108063840323
REF	CENTRAL_SOUTH_ASIA	HGDP00179	[0.3, 0.51)	0.9597760083644992
REF	CENTRAL_SOUTH_ASIA	HGDP00197	[0.01, 0.03)	0.985207489455258
REF	CENTRAL_SOUTH_ASIA	HGDP00197	[0.03, 0.06)	0.9851406790063637
REF	CENTRAL_SOUTH_ASIA	HGDP00197	[0.06, 0.1)	0.9863170988422161
REF	CENTRAL_SOUTH_ASIA	HGDP00197	[0.1, 0.18)	0.9792043555417721
REF	CENTRAL_SOUTH_ASIA	HGDP00197	[0.18, 0.3)	0.9574810497847864
REF	CENTRAL_SOUTH_ASIA	HGDP00197	[0.3, 0.51)	0.9513210278682591
REF	CENTRAL_SOUTH_ASIA	HGDP00201	[0.01, 0.03)	0.9851596945908163
REF	CENTRAL_SOUTH_ASIA	HGDP00201	[0.03, 0.06)	0.9819965328251015
REF	CENTRAL_SOUTH_ASIA	HGDP00201	[0.06, 0.1)	0.9828724523968998
REF	CENTRAL_SOUTH_ASIA	HGDP00201	[0.1, 0.18)	0.9742078875277821
REF	CENTRAL_SOUTH_ASIA	HGDP00201	[0.18, 0.3)	0.9624328648154497
REF	CENTRAL_SOUTH_ASIA	HGDP00201	[0.3, 0.51)	0.9492801705070977
REF	CENTRAL_SOUTH_ASIA	HGDP00213	[0.01, 0.03)	0.985207489455258
REF	CENTRAL_SOUTH_ASIA	HGDP00213	[0.03, 0.06)	0.984925326528195
REF	CENTRAL_SOUTH_ASIA	HGDP00213	[0.06, 0.1)	0.9836804558840727
REF	CENTRAL_SOUTH_ASIA	HGDP00213	[0.1, 0.18)	0.9795920125428577
REF	CENTRAL_SOUTH_ASIA	HGDP00213	[0.18, 0.3)	0.9680512703310098
REF	CENTRAL_SOUTH_ASIA	HGDP00213	[0.3, 0.51)	0.966572163912012
REF	CENTRAL_SOUTH_ASIA	HGDP00214	[0.01, 0.03)	0.9853150279002522
REF	CENTRAL_SOUTH_ASIA	HGDP00214	[0.03, 0.06)	0.9850760732629129
REF	CENTRAL_SOUTH_ASIA	HGDP00214	[0.06, 0.1)	0.9792258050797903
REF	CENTRAL_SOUTH_ASIA	HGDP00214	[0.1, 0.18)	0.9729156975241638
REF	CENTRAL_SOUTH_ASIA	HGDP00214	[0.18, 0.3)	0.9555193692149468
REF	CENTRAL_SOUTH_ASIA	HGDP00214	[0.3, 0.51)	0.9475509711666064
REF	CENTRAL_SOUTH_ASIA	HGDP00239	[0.01, 0.03)	0.9819215925248833
REF	CENTRAL_SOUTH_ASIA	HGDP00239	[0.03, 0.06)	0.9833424858136556
REF	CENTRAL_SOUTH_ASIA	HGDP00239	[0.06, 0.1)	0.9809481283024485
REF	CENTRAL_SOUTH_ASIA	HGDP00239	[0.1, 0.18)	0.9767836529349943
REF	CENTRAL_SOUTH_ASIA	HGDP00239	[0.18, 0.3)	0.9655658400944654
REF	CENTRAL_SOUTH_ASIA	HGDP00239	[0.3, 0.51)	0.9489383520328146
REF	CENTRAL_SOUTH_ASIA	HGDP00248	[0.01, 0.03)	0.9790897468067057
REF	CENTRAL_SOUTH_ASIA	HGDP00248	[0.03, 0.06)	0.9819426947055594
REF	CENTRAL_SOUTH_ASIA	HGDP00248	[0.06, 0.1)	0.9820219224104021
REF	CENTRAL_SOUTH_ASIA	HGDP00248	[0.1, 0.18)	0.9749918161299771
REF	CENTRAL_SOUTH_ASIA	HGDP00248	[0.18, 0.3)	0.9637279549003923
REF	CENTRAL_SOUTH_ASIA	HGDP00248	[0.3, 0.51)	0.9439719306711706
REF	CENTRAL_SOUTH_ASIA	HGDP00274	[0.01, 0.03)	0.9815392336093487
REF	CENTRAL_SOUTH_ASIA	HGDP00274	[0.03, 0.06)	0.98420389572633
REF	CENTRAL_SOUTH_ASIA	HGDP00274	[0.06, 0.1)	0.9825535036519631
REF	CENTRAL_SOUTH_ASIA	HGDP00274	[0.1, 0.18)	0.9702279423166382
REF	CENTRAL_SOUTH_ASIA	HGDP00274	[0.18, 0.3)	0.9668990210642594
REF	CENTRAL_SOUTH_ASIA	HGDP00274	[0.3, 0.51)	0.9546185707966381
REF	CENTRAL_SOUTH_ASIA	HGDP00277	[0.01, 0.03)	0.978838823768386
REF	CENTRAL_SOUTH_ASIA	HGDP00277	[0.03, 0.06)	0.9818888565860172
REF	CENTRAL_SOUTH_ASIA	HGDP00277	[0.06, 0.1)	0.9811820240487354
REF	CENTRAL_SOUTH_ASIA	HGDP00277	[0.1, 0.18)	0.9782050619389742
REF	CENTRAL_SOUTH_ASIA	HGDP00277	[0.18, 0.3)	0.9692797013674629
REF	CENTRAL_SOUTH_ASIA	HGDP00277	[0.3, 0.51)	0.9568806048176298
REF	CENTRAL_SOUTH_ASIA	HGDP00302	[0.01, 0.03)	0.9844547203402995
REF	CENTRAL_SOUTH_ASIA	HGDP00302	[0.03, 0.06)	0.9849683970238287
REF	CENTRAL_SOUTH_ASIA	HGDP00302	[0.06, 0.1)	0.9844671961215832
REF	CENTRAL_SOUTH_ASIA	HGDP00302	[0.1, 0.18)	0.9782050619389742
REF	CENTRAL_SOUTH_ASIA	HGDP00302	[0.18, 0.3)	0.9658705671732754
REF	CENTRAL_SOUTH_ASIA	HGDP00302	[0.3, 0.51)	0.9541862709615153
REF	CENTRAL_SOUTH_ASIA	HGDP00313	[0.01, 0.03)	0.9794960031544611
REF	CENTRAL_SOUTH_ASIA	HGDP00313	[0.03, 0.06)	0.9801121986411258
REF	CENTRAL_SOUTH_ASIA	HGDP00313	[0.06, 0.1)	0.9836166661350855
REF	CENTRAL_SOUTH_ASIA	HGDP00313	[0.1, 0.18)	0.9773349873365379
REF	CENTRAL_SOUTH_ASIA	HGDP00313	[0.18, 0.3)	0.9641660000761818
REF	CENTRAL_SOUTH_ASIA	HGDP00313	[0.3, 0.51)	0.9475710781356818
REF	CENTRAL_SOUTH_ASIA	HGDP00341	[0.01, 0.03)	0.9857690791124494
REF	CENTRAL_SOUTH_ASIA	HGDP00341	[0.03, 0.06)	0.9862712795167491
REF	CENTRAL_SOUTH_ASIA	HGDP00341	[0.06, 0.1)	0.9804909684347058
REF	CENTRAL_SOUTH_ASIA	HGDP00341	[0.1, 0.18)	0.9741906583277338
REF	CENTRAL_SOUTH_ASIA	HGDP00341	[0.18, 0.3)	0.9606711613910791
REF	CENTRAL_SOUTH_ASIA	HGDP00341	[0.3, 0.51)	0.9468371737644267
REF	CENTRAL_SOUTH_ASIA	HGDP00376	[0.01, 0.03)	0.988839899152836
REF	CENTRAL_SOUTH_ASIA	HGDP00376	[0.03, 0.06)	0.9860236241668551
REF	CENTRAL_SOUTH_ASIA	HGDP00376	[0.06, 0.1)	0.986455309965022
REF	CENTRAL_SOUTH_ASIA	HGDP00376	[0.1, 0.18)	0.9784376561396253
REF	CENTRAL_SOUTH_ASIA	HGDP00376	[0.18, 0.3)	0.968498838228012
REF	CENTRAL_SOUTH_ASIA	HGDP00376	[0.3, 0.51)	0.9663610407367194
REF	CENTRAL_SOUTH_ASIA	HGDP00417	[0.01, 0.03)	0.9830089256909346
REF	CENTRAL_SOUTH_ASIA	HGDP00417	[0.03, 0.06)	0.9824918435248894
REF	CENTRAL_SOUTH_ASIA	HGDP00417	[0.06, 0.1)	0.9837123507585664
REF	CENTRAL_SOUTH_ASIA	HGDP00417	[0.1, 0.18)	0.9779638531382988
REF	CENTRAL_SOUTH_ASIA	HGDP00417	[0.18, 0.3)	0.9676894069249228
REF	CENTRAL_SOUTH_ASIA	HGDP00417	[0.3, 0.51)	0.9505670165279285
REF	CENTRAL_SOUTH_ASIA	HGDP00433	[0.01, 0.03)	0.98183795151211
REF	CENTRAL_SOUTH_ASIA	HGDP00433	[0.03, 0.06)	0.9833209505658387
REF	CENTRAL_SOUTH_ASIA	HGDP00433	[0.06, 0.1)	0.9839249832551908
REF	CENTRAL_SOUTH_ASIA	HGDP00433	[0.1, 0.18)	0.9726917179235368
REF	CENTRAL_SOUTH_ASIA	HGDP00433	[0.18, 0.3)	0.9576715042090428
REF	CENTRAL_SOUTH_ASIA	HGDP00433	[0.3, 0.51)	0.9494008123215506
REF	CENTRAL_SOUTH_ASIA	HGDP01299	[0.01, 0.03)	0.98236369502097
REF	CENTRAL_SOUTH_ASIA	HGDP01299	[0.03, 0.06)	0.9835578382918241
REF	CENTRAL_SOUTH_ASIA	HGDP01299	[0.06, 0.1)	0.9842651952497901
REF	CENTRAL_SOUTH_ASIA	HGDP01299	[0.1, 0.18)	0.975767130132148
REF	CENTRAL_SOUTH_ASIA	HGDP01299	[0.18, 0.3)	0.960366434312269
REF	CENTRAL_SOUTH_ASIA	HGDP01299	[0.3, 0.51)	0.9501648771464191
REF	CENTRAL_SOUTH_ASIA	HGDP01301	[0.01, 0.03)	0.9830328231231555
REF	CENTRAL_SOUTH_ASIA	HGDP01301	[0.03, 0.06)	0.9815658278687641
REF	CENTRAL_SOUTH_ASIA	HGDP01301	[0.06, 0.1)	0.9772908493605078
REF	CENTRAL_SOUTH_ASIA	HGDP01301	[0.1, 0.18)	0.9735359487259007
REF	CENTRAL_SOUTH_ASIA	HGDP01301	[0.18, 0.3)	0.9672608844703462
REF	CENTRAL_SOUTH_ASIA	HGDP01301	[0.3, 0.51)	0.9533216712912694
REF	CENTRAL_SOUTH_ASIA	HGDP01302	[0.01, 0.03)	0.9870834378845993
REF	CENTRAL_SOUTH_ASIA	HGDP01302	[0.03, 0.06)	0.9850330027672793
REF	CENTRAL_SOUTH_ASIA	HGDP01302	[0.06, 0.1)	0.9814159197950223
REF	CENTRAL_SOUTH_ASIA	HGDP01302	[0.1, 0.18)	0.9760255681328717
REF	CENTRAL_SOUTH_ASIA	HGDP01302	[0.18, 0.3)	0.9662419533005752
REF	CENTRAL_SOUTH_ASIA	HGDP01302	[0.3, 0.51)	0.9582076647766117
REF	CENTRAL_SOUTH_ASIA	LP6005442-DNA_B01	[0.01, 0.03)	0.9827221565042836
REF	CENTRAL_SOUTH_ASIA	LP6005442-DNA_B01	[0.03, 0.06)	0.9869604074468887
REF	CENTRAL_SOUTH_ASIA	LP6005442-DNA_B01	[0.06, 0.1)	0.979491595700571
REF	CENTRAL_SOUTH_ASIA	LP6005442-DNA_B01	[0.1, 0.18)	0.9707189745180131
REF	CENTRAL_SOUTH_ASIA	LP6005442-DNA_B01	[0.18, 0.3)	0.9649563859368454
REF	CENTRAL_SOUTH_ASIA	LP6005442-DNA_B01	[0.3, 0.51)	0.9404331041138858
REF	EAST_ASIA	HGDP00711	[0.01, 0.03)	0.9893656426616961
REF	EAST_ASIA	HGDP00711	[0.03, 0.06)	0.9852268199976311
REF	EAST_ASIA	HGDP00711	[0.06, 0.1)	0.9768017946182717
REF	EAST_ASIA	HGDP00711	[0.1, 0.18)	0.972484967522958
REF	EAST_ASIA	HGDP00711	[0.18, 0.3)	0.9632899097246028
REF	EAST_ASIA	HGDP00711	[0.3, 0.51)	0.9493304379297864
REF	EAST_ASIA	HGDP00712	[0.01, 0.03)	0.9852791817519209
REF	EAST_ASIA	HGDP00712	[0.03, 0.06)	0.9840854518633374
REF	EAST_ASIA	HGDP00712	[0.06, 0.1)	0.9792683315791153
REF	EAST_ASIA	HGDP00712	[0.1, 0.18)	0.972993228924381
REF	EAST_ASIA	HGDP00712	[0.18, 0.3)	0.9560621643240772
REF	EAST_ASIA	HGDP00712	[0.3, 0.51)	0.9420316081553867
REF	EAST_ASIA	HGDP00719	[0.01, 0.03)	0.9888876940172779
REF	EAST_ASIA	HGDP00719	[0.03, 0.06)	0.9842254309741469
REF	EAST_ASIA	HGDP00719	[0.06, 0.1)	0.9800550718166257
REF	EAST_ASIA	HGDP00719	[0.1, 0.18)	0.9756120673317137
REF	EAST_ASIA	HGDP00719	[0.18, 0.3)	0.9579571858454273
REF	EAST_ASIA	HGDP00719	[0.3, 0.51)	0.9469276551252663
REF	EAST_ASIA	HGDP00756	[0.01, 0.03)	0.9882424633473134
REF	EAST_ASIA	HGDP00756	[0.03, 0.06)	0.9835470706679157
REF	EAST_ASIA	HGDP00756	[0.06, 0.1)	0.9769931638652335
REF	EAST_ASIA	HGDP00756	[0.1, 0.18)	0.9780586137385642
REF	EAST_ASIA	HGDP00756	[0.18, 0.3)	0.9652515902944425
REF	EAST_ASIA	HGDP00756	[0.3, 0.51)	0.9448164233723408
REF	EAST_ASIA	HGDP00757	[0.01, 0.03)	0.9895090272550215
REF	EAST_ASIA	HGDP00757	[0.03, 0.06)	0.9859913212951299
REF	EAST_ASIA	HGDP00757	[0.06, 0.1)	0.9829468737707183
REF	EAST_ASIA	HGDP00757	[0.1, 0.18)	0.9743371065281438
REF	EAST_ASIA	HGDP00757	[0.18, 0.3)	0.9569382546756562
REF	EAST_ASIA	HGDP00757	[0.3, 0.51)	0.9478224152491254
REF	EAST_ASIA	HGDP00761	[0.01, 0.03)	0.9844427716241889
REF	EAST_ASIA	HGDP00761	[0.03, 0.06)	0.9842900367175975
REF	EAST_ASIA	HGDP00761	[0.06, 0.1)	0.9840419311283343
REF	EAST_ASIA	HGDP00761	[0.1, 0.18)	0.9782912079392153
REF	EAST_ASIA	HGDP00761	[0.18, 0.3)	0.9631375461851979
REF	EAST_ASIA	HGDP00761	[0.3, 0.51)	0.9418104314955564
REF	EAST_ASIA	HGDP00772	[0.01, 0.03)	0.9903215399505323
REF	EAST_ASIA	HGDP00772	[0.03, 0.06)	0.9910521045320928
REF	EAST_ASIA	HGDP00772	[0.06, 0.1)	0.9811076026749167
REF	EAST_ASIA	HGDP00772	[0.1, 0.18)	0.9818662669492255
REF	EAST_ASIA	HGDP00772	[0.18, 0.3)	0.967784634137051
REF	EAST_ASIA	HGDP00772	[0.3, 0.51)	0.9441730003619254
REF	EAST_ASIA	HGDP00820	[0.01, 0.03)	0.9894014888100274
REF	EAST_ASIA	HGDP00820	[0.03, 0.06)	0.9835578382918241
REF	EAST_ASIA	HGDP00820	[0.06, 0.1)	0.9768655843672589
REF	EAST_ASIA	HGDP00820	[0.1, 0.18)	0.9727606347237298
REF	EAST_ASIA	HGDP00820	[0.18, 0.3)	0.9632042052336875
REF	EAST_ASIA	HGDP00820	[0.3, 0.51)	0.9363011219688744
REF	EAST_ASIA	HGDP00822	[0.01, 0.03)	0.9912176936588164
REF	EAST_ASIA	HGDP00822	[0.03, 0.06)	0.9894907990653703
REF	EAST_ASIA	HGDP00822	[0.06, 0.1)	0.9807567590554864
REF	EAST_ASIA	HGDP00822	[0.1, 0.18)	0.9744490963284574
REF	EAST_ASIA	HGDP00822	[0.18, 0.3)	0.9625280920275778
REF	EAST_ASIA	HGDP00822	[0.3, 0.51)	0.9502553585072585
REF	EAST_ASIA	HGDP00945	[0.01, 0.03)	0.9869281045751634
REF	EAST_ASIA	HGDP00945	[0.03, 0.06)	0.9887586006395969
REF	EAST_ASIA	HGDP00945	[0.06, 0.1)	0.9848818294900009
REF	EAST_ASIA	HGDP00945	[0.1, 0.18)	0.9759566513326787
REF	EAST_ASIA	HGDP00945	[0.18, 0.3)	0.9615567744638707
REF	EAST_ASIA	HGDP00945	[0.3, 0.51)	0.9492097961153336
REF	EAST_ASIA	HGDP00957	[0.01, 0.03)	0.9869161558590529
REF	EAST_ASIA	HGDP00957	[0.03, 0.06)	0.9866912168491778
REF	EAST_ASIA	HGDP00957	[0.06, 0.1)	0.9836804558840728
REF	EAST_ASIA	HGDP00957	[0.1, 0.18)	0.9755689943315932
REF	EAST_ASIA	HGDP00957	[0.18, 0.3)	0.961747228888127
REF	EAST_ASIA	HGDP00957	[0.3, 0.51)	0.9400309647323764
REF	EAST_ASIA	HGDP00958	[0.01, 0.03)	0.9873941045034711
REF	EAST_ASIA	HGDP00958	[0.03, 0.06)	0.9880479374616402
REF	EAST_ASIA	HGDP00958	[0.06, 0.1)	0.9858599389744734
REF	EAST_ASIA	HGDP00958	[0.1, 0.18)	0.9782739787391671
REF	EAST_ASIA	HGDP00958	[0.18, 0.3)	0.961442501809317
REF	EAST_ASIA	HGDP00958	[0.3, 0.51)	0.9484758917440784
REF	EAST_ASIA	HGDP00964	[0.01, 0.03)	0.9836541563608989
REF	EAST_ASIA	HGDP00964	[0.03, 0.06)	0.9863466528841082
REF	EAST_ASIA	HGDP00964	[0.06, 0.1)	0.9846798286182078
REF	EAST_ASIA	HGDP00964	[0.1, 0.18)	0.9731913647249358
REF	EAST_ASIA	HGDP00964	[0.18, 0.3)	0.957509617948425
REF	EAST_ASIA	HGDP00964	[0.3, 0.51)	0.9440925724856234
REF	EAST_ASIA	HGDP00976	[0.01, 0.03)	0.9887921042883944
REF	EAST_ASIA	HGDP00976	[0.03, 0.06)	0.9833209505658387
REF	EAST_ASIA	HGDP00976	[0.06, 0.1)	0.98130960354671
REF	EAST_ASIA	HGDP00976	[0.1, 0.18)	0.9768008821350423
REF	EAST_ASIA	HGDP00976	[0.18, 0.3)	0.9632803870033899
REF	EAST_ASIA	HGDP00976	[0.3, 0.51)	0.952688301765392
REF	EAST_ASIA	HGDP01096	[0.01, 0.03)	0.9908831296077236
REF	EAST_ASIA	HGDP01096	[0.03, 0.06)	0.9837731907699927
REF	EAST_ASIA	HGDP01096	[0.06, 0.1)	0.9777586408530815
REF	EAST_ASIA	HGDP01096	[0.1, 0.18)	0.9740786685274203
REF	EAST_ASIA	HGDP01096	[0.18, 0.3)	0.9599950481849694
REF	EAST_ASIA	HGDP01096	[0.3, 0.51)	0.9522358949611935
REF	EAST_ASIA	HGDP01099	[0.01, 0.03)	0.9882544120634237
REF	EAST_ASIA	HGDP01099	[0.03, 0.06)	0.9873372742836839
REF	EAST_ASIA	HGDP01099	[0.06, 0.1)	0.9816072890419841
REF	EAST_ASIA	HGDP01099	[0.1, 0.18)	0.9788770007408556
REF	EAST_ASIA	HGDP01099	[0.18, 0.3)	0.9602140707728641
REF	EAST_ASIA	HGDP01099	[0.3, 0.51)	0.9413278642377448
REF	EAST_ASIA	HGDP01103	[0.01, 0.03)	0.9889235401656092
REF	EAST_ASIA	HGDP01103	[0.03, 0.06)	0.9868527312078044
REF	EAST_ASIA	HGDP01103	[0.06, 0.1)	0.9804697051850434
REF	EAST_ASIA	HGDP01103	[0.1, 0.18)	0.9765682879343911
REF	EAST_ASIA	HGDP01103	[0.18, 0.3)	0.9609949339123148
REF	EAST_ASIA	HGDP01103	[0.3, 0.51)	0.9474504363212289
REF	EAST_ASIA	HGDP01180	[0.01, 0.03)	0.989102770907266
REF	EAST_ASIA	HGDP01180	[0.03, 0.06)	0.9840423813677036
REF	EAST_ASIA	HGDP01180	[0.06, 0.1)	0.9842014055008027
REF	EAST_ASIA	HGDP01180	[0.1, 0.18)	0.9757412863320756
REF	EAST_ASIA	HGDP01180	[0.18, 0.3)	0.9669275892278978
REF	EAST_ASIA	HGDP01180	[0.3, 0.51)	0.9557546145494028
REF	EAST_ASIA	HGDP01181	[0.01, 0.03)	0.987549437812907
REF	EAST_ASIA	HGDP01181	[0.03, 0.06)	0.9819534623294677
REF	EAST_ASIA	HGDP01181	[0.06, 0.1)	0.9824365557788197
REF	EAST_ASIA	HGDP01181	[0.1, 0.18)	0.9713219965197015
REF	EAST_ASIA	HGDP01181	[0.18, 0.3)	0.9544813926027502
REF	EAST_ASIA	HGDP01181	[0.3, 0.51)	0.937125507700969
REF	EAST_ASIA	HGDP01185	[0.01, 0.03)	0.9897241041450096
REF	EAST_ASIA	HGDP01185	[0.03, 0.06)	0.9806182769648222
REF	EAST_ASIA	HGDP01185	[0.06, 0.1)	0.9828405575224062
REF	EAST_ASIA	HGDP01185	[0.1, 0.18)	0.9732258231250324
REF	EAST_ASIA	HGDP01185	[0.18, 0.3)	0.9672132708642821
REF	EAST_ASIA	HGDP01185	[0.3, 0.51)	0.9544376080749587
REF	EAST_ASIA	HGDP01189	[0.01, 0.03)	0.988624822262848
REF	EAST_ASIA	HGDP01189	[0.03, 0.06)	0.985496010595342
REF	EAST_ASIA	HGDP01189	[0.06, 0.1)	0.9801507564401066
REF	EAST_ASIA	HGDP01189	[0.1, 0.18)	0.9786874795403251
REF	EAST_ASIA	HGDP01189	[0.18, 0.3)	0.9626328419609188
REF	EAST_ASIA	HGDP01189	[0.3, 0.51)	0.9495315076205413
REF	EAST_ASIA	HGDP01190	[0.01, 0.03)	0.9881229761862088
REF	EAST_ASIA	HGDP01190	[0.03, 0.06)	0.9861420680298478
REF	EAST_ASIA	HGDP01190	[0.06, 0.1)	0.9840844576276593
REF	EAST_ASIA	HGDP01190	[0.1, 0.18)	0.9799538257438708
REF	EAST_ASIA	HGDP01190	[0.18, 0.3)	0.9644897725974175
REF	EAST_ASIA	HGDP01190	[0.3, 0.51)	0.9487774962802108
REF	EAST_ASIA	HGDP01195	[0.01, 0.03)	0.9903095912344219
